01_avg_notes_per_sec,02_p95_notes_per_sec,03_max_notes_1sec_window,04_shortest_note_dur_sec,05_rest_to_note_ratio,06_notes_per_minute,07_max_simultaneous_lh,07_max_simultaneous_rh,08_avg_simultaneous_lh,08_avg_simultaneous_rh,09_max_chord_span_st_lh,09_max_chord_span_st_rh,10_pct_chords_gt_octave,11_cluster_density,12_avg_melodic_interval_lh,12_avg_melodic_interval_rh,13_max_melodic_leap_lh,13_max_melodic_leap_rh,14_pct_intervals_gt_octave_lh,14_pct_intervals_gt_octave_rh,15_avg_hand_displacement_2sec,16_hand_crossing_count,17_avg_voice_count,18_pct_measures_3plus_voices,19_inter_hand_rhythmic_corr,20_sustained_overlap_freq,21_tuplet_density,22_syncopation_index,23_polyrhythm_count,24_distinct_rhythm_vals_per_measure,25_time_sig_change_count,26_accidental_density,27_key_sig_sharps_flats,28_key_change_count,29_repeated_note_density,30_ornament_density,_meta_file,_meta_tempo_bpm,_meta_total_duration_sec,_meta_total_notes
5.1603,9.0,11,0.1,0.1054,309.6154,2,1,1.015,1.0,2,0,0.0,1.0,2.0717,2.2573,7,7,0.0,0.0,5.0878,220,1.0,0.0,0.6509,0.0,0.0,0.4811,0,1.8503,0,0.3453,0,0,0.3723,0.0,VGM Genesis — Gotham City Streets22275 bytesJoo _Johnnyz_ BuaesComments — 22275 bytesJoo _Johnnyz_ BuaesComments_ba05b474.mid,150.0,124.8,644
2.9762,5.0,8,0.1,0.8635,178.5714,0,7,0,3.3133,0,58,49.2188,0.4899,0,8.0537,0,24,0,18.7919,10.0009,0,3.5238,100.0,0.0,0.2033,0.2851,0.0,0,1.1818,0,0.1154,0,0,0.349,0.0935,VGM Genesis — Invincibility!14759 bytesComments — 14759 bytesComments_5dd4a8af.mid,100.0,50.4,150
3.8121,8.0,10,0.049,0.9173,228.7273,2,2,1.1351,1.1351,4,4,0.0,0.5,2.6849,2.7808,7,8,0.0,0.0,5.6774,74,1.4444,0.0,1.0,0.1757,0.3876,0.7048,0,2.2199,25,0.0089,0,0,0.2055,0.0,VGM Genesis — Lava Reef Zone_ Act 1 (11)48173 bytesChangComments — 48173 bytesChangComments_8d4a47bb.mid,102.0,38.82,148
1.4879,4.0,5,0.1304,4.2394,89.2763,1,2,1.0,1.4941,0,2,0.0,1.0,10.125,4.0,13,12,6.25,0.0,9.2438,0,1.3654,0.0,-0.0338,0.1952,0.7492,0.5052,13,1.6963,0,0.1006,0,0,0.4052,0.0,VGM Genesis — Mass of Cloud12760 bytesArthur PrawittComments — 12760 bytesArthur PrawittComments_c00418f2.mid,115.0,79.3,118
4.5905,8.0,10,0.1667,0.4125,275.431,1,2,1.0,2.0,0,8,0.0,0.0114,1.4944,1.52,5,5,0.0,0.0,3.9023,68,1.0,0.0,0.3795,0.0,0.0,0.611,0,1.5768,0,0.342,0,0,0.4901,0.0,VGM Genesis — Mega Man II_ Woodman's Stage30151 bytesTom KimComments — 30151 bytesTom KimComments_5edb77b4.mid,180.0,77.33,355
8.5985,10.0,12,0.1,0.0455,515.9091,1,2,1.0,2.0,0,6,0.0,0.0,7.5429,1.2537,16,12,1.5584,0.0,8.0938,0,1.0,0.0,0.3456,0.0,0.0,0.6612,0,1.5399,0,0.0358,0,0,0.4181,0.0,VGM Genesis — Mini Boss (2)11254 bytesMaliceX & BlueFoxVerseComments — 11254 bytesMaliceX & BlueFoxVerseComments_107e679d.mid,150.0,52.8,454
6.0382,12.0,17,0.0962,0.4784,362.2895,1,1,1.0,1.0,0,0,0,0,2.7531,11.7775,12,19,0.0,5.2567,12.8519,179,1.0,0.0,0.3282,0.0,0.0,0.5368,0,1.38,0,0.0092,5,19,0.0114,0.0,VGM Genesis — Natols (Arranged)61436 bytesMarsJenkarComments — 61436 bytesMarsJenkarComments_42a333ac.mid,156.0,175.38,1059
2.4375,5.0,5,0.3333,0.2658,146.25,1,1,1.0,1.0,0,0,0,0,3.9494,0.0,12,0,0.0,0.0,1.7603,0,1.0,0.0,0.442,0.0,0.0,0.3187,0,1.1111,0,0.8033,0,0,0.7282,0.0,VGM Genesis — Prison4124 bytesPosiBoltComments — 4124 bytesPosiBoltComments_b2b15d12.mid,90.0,85.33,208
8.351,10.0,10,0.1169,0.4286,501.059,1,1,1.0,1.0,0,0,0,0,0.1254,0.1429,8,1,0.0,0.0,1.8158,0,1.0,0.0,0.1224,0.0,0.0286,0.7468,0,1.2385,0,0.3076,0,0,0.9325,0.0,VGM Genesis — Red Alert9641 bytesGigasoftComments — 9641 bytesGigasoftComments_df93a5e4.mid,128.32,39.28,328
5.5125,6.0,6,0.2041,0.0,330.75,1,1,1.0,1.0,0,0,0,0,0.4516,0.2235,1,7,0.0,0.0,1.7344,32,1.0,0.0,0.312,0.0,0.0182,0.5808,0,1.1559,0,0.3535,0,0,0.8986,0.0032,VGM Genesis — Scene 112006 bytesSavanahueComments — 12006 bytesSavanahueComments_11435400.mid,147.0,52.24,288
6.4538,16.0,17,0.1351,1.0249,387.229,1,4,1.0,1.1461,0,24,48.7805,0.0385,3.934,4.8161,14,22,1.0554,4.6904,10.8985,144,1.1212,1.52,0.7779,0.0571,0.0025,0.6714,0,2.1613,32,0.204,0,0,0.0395,0.0,VGM Genesis — Simon Before Dracula Battle26160 bytesComments — 26160 bytesComments_61448902.mid,111.0,141.62,914
8.9844,12.0,15,0.12,0.3516,539.0625,1,5,1.0,2.8621,0,12,0.0,0.0556,2.0042,1.8415,6,7,0.0,0.0,6.1522,0,1.25,12.5,0.7078,0.1362,0.0108,0.5854,12,2.7222,0,0.4467,0,0,0.3947,0.0,VGM Genesis — Theme Of E.Honda - _He is a Sumo Champion_31782 bytesTsu RyuComments — 31782 bytesTsu RyuComments_c67805c4.mid,125.0,92.16,828
1.6667,6.0,6,0.0625,1.0713,100.0,0,5,0,2.75,0,48,57.1429,0.1714,0,21.0526,0,49,0,47.3684,29.1929,0,2.0,22.22,0.0,0.125,0.0377,0.0,0,1.2,0,0.1429,0,0,0.4211,0.0,VGM Genesis — Title Screen1051 bytesSteve1Comments — 1051 bytesSteve1Comments_a6e7ccee.mid,240.0,12.0,20
7.7292,11.0,13,0.1071,0.3878,463.75,2,1,1.0263,1.0,1,0,0.0,1.0,2.5762,10.0,18,16,1.9868,1.6563,10.3169,132,1.0833,0.0,0.4021,0.0526,0.0018,0.6436,4,1.1875,0,0.1276,0,0,0.1325,0.0,VGM Genesis — Versus 5 - _Industrial District_ (v1.2)16261 bytesJoo _Johnnyz_ BuaesComments — 16261 bytesJoo _Johnnyz_ BuaesComments_1333923a.mid,140.0,82.29,636
3.375,10.0,10,0.125,1.5946,202.5,1,1,1.0,1.0,0,0,0,0,2.0935,2.0935,5,5,0.0,0.0,6.8065,0,1.0,0.0,1.0,0.0,0.0017,0.5031,0,1.4513,0,0.087,0,0,0.0654,0.0,VGM N64 — Adventure Begins (AWE) (v1.51)13062 bytesMichael ColeComments — 13062 bytesMichael ColeComments_c2af703f.mid,120.0,64.0,216
2.7718,6.0,8,0.1364,0.5222,166.3095,4,0,1.2572,0,14,0,24.2424,0.7347,1.6895,0,19,0,0.2632,0,6.117,0,2.1327,55.1,0.0,0.0,0.0223,0.6593,19,1.9208,0,0.4432,0,0,0.2789,0.0,VGM N64 — Angry Aztec (v2.0)28740 bytesIcy GuyComments — 28740 bytesIcy GuyComments_8c31c5f2.mid,110.0,137.45,381
4.4688,8.0,8,0.0769,0.0667,268.125,1,1,1.0,1.0,0,0,0,0,3.9594,3.9594,16,16,4.5685,4.5685,8.6235,0,1.0,0.0,1.0,0.0,0.0,0.3399,0,1.4405,0,0.1156,0,0,0.1371,0.0,VGM N64 — Bar40300 bytesSetzer-Comments — 40300 bytesSetzer-Comments_16b19daf.mid,195.0,88.62,396
6.06,12.0,12,0.0772,0.1863,363.6,1,1,1.0,1.0,0,0,0,0,4.0222,4.0926,9,9,0.0,0.0,9.28,0,1.0,0.0,0.9122,0.8275,0.6818,0.3977,0,1.8868,0,0.1304,0,0,0.0404,0.0,VGM N64 — Bolero of Fire (2)2693 bytesDoctorJComments — 2693 bytesDoctorJComments_b8a58662.mid,129.6,16.67,101
10.9575,11.0,11,0.0909,0.0039,657.4517,1,0,1.0,0,0,0,0,0,5.9793,0,21,0,1.5514,0,14.6127,0,1.0,0.0,0.0,0.0,0.0,0.7232,0,1.4056,21,0.3571,0,0,0.5003,0.0,VGM N64 — Boss57917 bytesAshura DemonComments — 57917 bytesAshura DemonComments_d3e2b123.mid,165.0,141.27,1548
11.0034,12.0,14,0.0968,0.0528,660.2031,3,1,2.3103,1.0,9,0,0.0,0.0,1.1512,4.749,13,19,1.1628,10.0392,16.1047,84,1.0,0.0,0.1789,0.0345,0.0,0.6266,0,1.0341,0,0.1922,0,0,0.0536,0.0,VGM N64 — Chicago X17130 bytesSean WraggComments — 17130 bytesSean WraggComments_09dbd3e0.mid,155.0,123.87,1363
5.6667,8.0,8,0.0833,0.5928,340.0,1,1,1.0,1.0,0,0,0,0,1.483,3.9978,9,12,0.0,0.0,5.7953,34,1.0,0.0,0.5186,0.0,0.0011,0.4177,1,1.3163,0,0.3015,0,0,0.077,0.0,VGM N64 — Clock Town_ Day 29742 bytesManamanComments — 9742 bytesManamanComments_732600a4.mid,180.0,108.0,612
3.1631,5.0,6,0.122,0.3505,189.7852,4,1,3.0698,1.0,27,0,6.9767,0.4494,0.3571,2.5442,5,6,0.0,0.0,4.3951,20,1.0,0.0,0.1233,0.0,0.0,0.5755,0,1.9059,0,0.287,0,0,0.2646,0.0,VGM N64 — Control14506 bytesComments — 14506 bytesComments_0beb43ee.mid,123.0,124.88,395
3.2564,6.0,8,0.1316,0.0601,195.3833,2,1,1.7071,1.0,36,0,4.7337,0.0,3.542,3.1406,24,12,2.521,0.0,7.2913,202,1.0,0.0,0.6744,0.0137,0.0394,0.6251,0,1.6079,0,0.0,0,0,0.0033,0.0,VGM N64 — Credits36170 bytesPong64Comments — 36170 bytesPong64Comments_71b0ff6d.mid,114.0,189.47,617
1.4837,3.0,8,0.0333,0.982,89.0231,3,2,2.8868,1.0332,12,12,0.0,0.0,2.2308,2.7867,16,24,7.6923,1.1742,4.3543,25,1.0,0.0,0.2854,0.002,0.1868,0.4649,9,1.3341,0,0.08,0,0,0.1865,0.0,VGM N64 — DK Isle (SSBM Stage Remix)91567 bytesDave PhaneufComments — 91567 bytesDave PhaneufComments_0cc3d073.mid,150.0,380.8,565
0.6996,3.0,10,0.0857,0.2526,41.9753,0,4,0,1.5882,0,28,3.0303,0.15,0,7.0701,0,29,0,27.6753,10.1201,0,2.1237,20.97,0.0,0.1581,0.0329,0.4547,0,1.1192,0,0.6923,0,0,0.3469,0.0102,VGM N64 — DataDyne Action52023 bytesSean WraggComments — 52023 bytesSean WraggComments_508cb27e.mid,175.0,388.8,272
4.2869,6.0,6,0.25,0.0506,257.2131,1,4,1.0,4.0,0,31,100.0,0.0,0.6897,0.705,8,10,0.0,0.0,1.5299,0,1.0,0.0,1.0,0.0,0.0,0.0714,0,1.5492,0,0.0269,0,0,0.7529,0.0,VGM N64 — Deku Palace (Remix)44264 bytesJuzComments — 44264 bytesJuzComments_f65c94b3.mid,120.0,244.0,1046
9.4844,11.0,12,0.0833,0.5462,569.0625,1,2,1.0,1.1016,0,6,0.0,0.0,3.9749,2.9311,10,8,0.0,0.0,6.5625,0,1.0794,0.0,0.361,0.0171,0.0008,0.3706,0,2.0942,0,0.14,1,0,0.0891,0.0,VGM N64 — Festival Temple Castle_ Part B - _Use the Ice Kunai on the Fox's Fire_51333 bytesIceplugComments — 51333 bytesIceplugComments_7bf0fbe0.mid,180.0,192.0,1821
3.7855,8.0,10,0.1034,2.4605,227.1329,1,4,1.0,1.8805,0,10,0.0,0.096,2.3636,1.5796,18,34,0.4785,1.1679,3.9399,28,1.0,0.0,0.0629,0.0,0.0,0.3321,0,1.2906,0,0.1763,0,0,0.3624,0.0,VGM N64 — Freezeezy Peak_ Christmas Lights On (2)44622 bytesPL-7764Comments — 44622 bytesPL-7764Comments_0e128666.mid,145.0,236.69,896
1.3021,4.0,4,0.3,0.9106,78.125,4,4,3.0,3.0,17,17,63.1579,0.0,4.3673,8.6735,9,19,0.0,46.9388,8.0,24,1.75,0.0,1.0,0.24,0.0,0.306,0,1.3803,0,0.189,0,0,0.1633,0.0,VGM N64 — Ice Cavern (Haunted Remix)10183 bytesAaron RitchieComments — 10183 bytesAaron RitchieComments_443e4137.mid,50.0,76.8,100
1.7267,4.0,6,0.0882,0.1509,103.5992,0,24,0,3.4631,0,48,38.9262,0.5722,0,22.9731,0,60,0,49.4949,34.3393,0,2.9882,58.82,0.0,0.3591,0.0,0.2222,0,1.56,0,0.1379,0,0,0.1212,0.0,VGM N64 — Koopa Bros. Battle25835 bytesDr. FruitcakeComments — 25835 bytesDr. FruitcakeComments_b084a7fb.mid,170.0,172.59,298
1.8002,4.0,5,0.2308,0.4458,108.0147,2,2,1.5,1.2099,5,9,0.0,0.0,3.4194,1.8,26,24,3.2258,1.25,4.6525,0,1.04,0.0,0.3642,0.0062,0.0,0.3755,0,1.1379,0,0.1,0,0,0.4685,0.0,VGM N64 — Mayahem Temple (Cavern Remix)3053 bytesMikeComments — 3053 bytesMikeComments_e8220fe3.mid,65.0,62.77,113
0.4914,2.0,2,0.125,0.9048,29.4828,2,0,1.8421,0,7,0,0.0,0.0,1.875,0,12,0,0.0,0,1.9545,0,1.0,0.0,0.0,0.0,0.0852,0.5305,0,1.87,0,0.3431,0,0,0.0714,0.0,VGM N64 — Mayahem Temple15386 bytesMatt RankinComments — 15386 bytesMatt RankinComments_69eecb2e.mid,120.0,116.0,57
0.6878,3.0,4,0.1293,0.6277,41.2692,0,1,0,1.0,0,0,0,0,0,2.2041,0,7,0,0.0,4.6984,0,1.0,0.0,0.0,0.0,0.0,0.6411,0,1.7038,0,0.0488,3,0,0.102,0.0,VGM N64 — Shy Guy International67968 bytesDentelleComments — 67968 bytesDentelleComments_9e3240dd.mid,116.0,215.17,148
2.8333,4.0,4,0.25,0.5407,170.0,1,0,1.0,0,0,0,0,0,4.8393,0,15,0,13.1148,0,11.486,0,1.2895,0.0,0.0,0.0,0.0,0.1863,0,1.3475,0,0.3034,0,0,0.0,0.0,VGM N64 — Spring Theme11929 bytesComments — 11929 bytesComments_61803e48.mid,120.0,108.0,306
12.1528,16.0,19,0.1,0.44,729.1667,1,1,1.0,1.0,0,0,0,0,4.4303,1.3966,25,7,0.6969,0.0,8.2081,274,1.0,0.0,0.3246,0.0,0.0,0.7348,0,1.7067,0,0.3917,0,0,0.312,0.0015,VGM NES — Act 1 Stage 116260 bytesComments — 16260 bytesComments_c294feb9.mid,150.0,86.4,1050
3.7692,8.0,8,0.125,0.2089,226.1538,0,3,0,1.6173,0,24,22.6804,0.0496,0,5.2072,0,24,0,11.7647,14.6875,0,1.9615,7.69,0.0,0.2755,0.1837,0.1429,0,1.6667,0,0.3333,0,0,0.1739,0.0,VGM NES — Alena's Theme (2)4794 bytesComments — 4794 bytesComments_705ec051.mid,120.0,104.0,392
1.6346,3.0,5,0.5,0.5053,98.0769,3,3,1.0976,1.2045,7,7,0.0,0.25,3.3976,2.7293,23,18,2.7523,1.7094,3.7862,22,1.2083,0.0,0.6455,0.0406,0.0449,0.4301,13,1.5962,0,0.1035,0,0,0.1386,0.0,VGM NES — Battle (9)14661 bytesChronoComments — 14661 bytesChronoComments_c79c981e.mid,30.0,416.0,680
4.3207,11.0,12,0.1219,0.7931,259.2418,1,1,1.0,1.0,0,0,0,0,2.5294,1.45,12,14,0.0,2.5,6.9412,16,1.0,0.0,0.5908,0.0,0.0448,0.5076,0,1.4583,0,0.3654,0,0,0.0877,0.0,VGM NES — Introduction1217 bytesComments — 1217 bytesComments_96b3ee89.mid,123.03,13.66,59
10.9578,16.0,16,0.1316,0.291,657.4655,1,1,1.0,1.0,0,0,0,0,5.0298,5.5714,31,36,13.4128,14.7368,16.9713,190,1.0086,0.0,0.8832,0.0015,0.0,0.3876,0,1.0625,0,0.3473,0,0,0.1811,0.0,VGM NES — Level 5 - Surf City (2)41498 bytesThe Jade EmperorComments — 41498 bytesThe Jade EmperorComments_cb23d16d.mid,228.0,122.11,1338
4.5856,11.0,12,0.12,0.2802,275.1359,0,1,0,1.0,0,0,0,0,0,7.2822,0,31,0,12.6238,23.1081,0,7.1875,100.0,0.0,1.5395,0.0,0.0,0,5.1935,0,0.5942,0,0,0.0569,0.0,VGM NES — Levels 6 and 98152 bytesNintendo GuruComments — 8152 bytesNintendo GuruComments_6fc593ce.mid,125.0,88.32,405
0.7083,1.0,2,1.25,0.9483,42.5,0,48,0,24.7529,0,66,98.8235,0.7954,0,2.381,0,14,0,10.7143,8.0281,0,1.8333,0.0,0.0,0.0941,0.1882,0.6667,0,2.0,0,0.2535,0,0,1.0,0.0,VGM NES — Michael's Theme50303 bytesAndy HollandComments — 50303 bytesAndy HollandComments_81dacb62.mid,12.0,120.0,85
3.9837,14.0,14,0.15,1.7797,239.0244,1,1,1.0,1.0,0,0,0,0,2.7268,2.7194,7,7,0.0,0.0,7.881,72,1.0,0.0,0.779,0.0,0.0,0.7272,0,1.787,0,0.6286,0,0,0.0,0.0,VGM NES — Night - _Monster Dance_ (3)67087 bytesTsu Ryu & Takeuchi YukaComments — 67087 bytesTsu Ryu & Takeuchi YukaComments_09f8fce6.mid,100.0,98.4,392
11.0469,13.0,14,0.1429,0.0,662.8125,2,1,1.0062,1.0,0,0,0.0,1.0,1.8567,3.5477,7,12,0.0,0.0,7.3727,0,1.0,0.0,0.6703,0.0,0.0,0.3986,0,1.2222,0,0.2096,0,0,0.1341,0.0,VGM NES — Phthia (2)5606 bytesGeorge JComments — 5606 bytesGeorge JComments_9c9fa84a.mid,210.0,54.86,606
3.2458,6.0,8,0.1579,0.1742,194.75,2,1,1.0016,1.0,1,0,0.0,1.0,5.8596,4.4859,20,64,7.0203,2.2599,10.5365,5,1.0,0.0,0.4976,0.0056,0.0,0.3566,0,1.3424,0,0.1409,0,0,0.0086,0.0,VGM NES — Promised Land (Orchestrated)22933 bytesRabid ChickenComments — 22933 bytesRabid ChickenComments_43965917.mid,95.0,252.63,820
0.4828,4.0,8,0.1,0.354,28.9655,1,0,1.0,0,0,0,0,0,2.0545,0,7,0,0.0,0,7.5,0,1.7037,0.0,0.0,0.0,0.0064,0.6501,3,1.5129,15,0.2975,0,0,0.0727,0.0,VGM NES — Spark Man's Stage (Drums Up! Remix)27355 bytesMarc ConcepcionComments — 27355 bytesMarc ConcepcionComments_6a79eb63.mid,150.0,116.0,56
8.4861,12.0,16,0.1154,0.4366,509.1667,1,1,1.0,1.0,0,0,0,0,2.4829,5.5578,19,16,0.9756,1.4679,11.3212,0,1.0,0.0,0.5435,0.0201,0.0125,0.739,0,1.64,0,0.2067,0,0,0.0107,0.0,VGM NES — Stage 18164 bytesTurquoiseStarComments — 8164 bytesTurquoiseStarComments_df884d68.mid,130.0,88.62,752
6.3957,17.0,20,0.0833,0.317,383.7447,1,2,1.0,1.8305,0,7,0.0,0.0,3.6405,1.9078,14,14,0.7648,2.5157,7.3049,239,1.1018,0.0,0.4217,0.0877,0.2606,0.4974,16,1.6221,0,0.1389,0,0,0.401,0.0,VGM NES — Stage 3 - _Wicked Child_ (Metal Remix)26976 bytesBrandon _SyniKal_ McKaganComments — 26976 bytesBrandon _SyniKal_ McKaganComments_cdad72e1.mid,180.0,156.67,1002
8.7384,12.0,15,0.1111,0.2718,524.3023,2,3,1.0219,1.4901,12,9,0.0,0.0897,3.4795,3.3787,14,21,1.0959,4.6512,10.4801,2,1.0698,0.0,0.4801,0.0894,0.0,0.7345,0,1.985,0,0.7146,0,0,0.3018,0.0007,VGM NES — Stone Man's Stage (3)16386 bytesWaVeOf_DaRKnEsSComments — 16386 bytesWaVeOf_DaRKnEsSComments_8760e000.mid,135.0,76.44,668
18.6389,20.0,20,0.1071,0.0015,1118.3333,4,4,3.4746,3.4762,21,21,73.7705,0.0,2.2422,2.234,7,5,0.0,0.0,9.4062,670,1.0,0.0,0.9972,0.0,0.0,0.7419,0,1.3492,0,0.6104,0,0,0.1127,0.0,VGM NES — The Cursed79518 bytesTsu RyuComments — 79518 bytesTsu RyuComments_a97ad106.mid,140.0,72.0,1342
1.0184,2.0,2,1.8605,0.0278,61.1053,3,4,1.6286,3.0541,24,12,3.5088,0.0,2.3824,2.1944,7,7,0.0,0.0,1.5833,0,1.0,0.0,0.9719,0.0,0.0089,0.5886,0,1.5721,0,0.5005,0,0,0.1,0.0,VGM NES — Title Screen (Remix)16375 bytesShantManComments — 16375 bytesShantManComments_f1a60087.mid,129.0,70.7,72
5.6829,12.0,16,0.125,0.3784,340.9756,6,6,1.0424,1.0435,9,14,50.0,0.6,2.3574,2.3668,14,9,0.4255,0.0,6.3312,9,1.1,0.0,0.7745,0.0255,0.014,0.7062,2,2.1753,0,0.7604,0,0,0.1121,0.0,VGM NES — Toad Man's Stage (3)9350 bytesSivak DracComments — 9350 bytesSivak DracComments_6af8cccb.mid,120.0,82.0,466
4.8,7.25,9,0.0938,0.1111,288.0,1,1,1.0,1.0,0,0,0,0,3.3125,2.7222,24,20,6.25,5.5556,7.7857,5,1.0,0.0,0.1807,0.0,0.0174,0.3391,0,2.0571,0,0.0667,0,0,0.2941,0.0,VGM NES — Triforce (3)1409 bytesJedi QuestmasterComments — 1409 bytesJedi QuestmasterComments_bf4f4eb1.mid,160.0,7.5,36
2.9641,7.0,10,0.1154,0.4628,177.8472,3,1,2.3871,1.0,7,0,0.0,0.0,2.5902,7.5373,9,17,0.0,11.194,9.2671,12,1.0,0.0,0.4217,0.0222,0.0403,0.5134,9,1.5802,0,0.2677,0,0,0.1692,0.0,VGM NES — Underground (Remix) (2)9074 bytesBlueStoneComments — 9074 bytesBlueStoneComments_2680e83c.mid,130.0,66.46,197
4.5455,8.0,8,0.1,0.375,272.7273,1,1,1.0,1.0,0,0,0,0,2.6667,3.2222,9,12,0.0,0.0,9.0,0,1.0,0.0,1.0,0.0,0.0,0.549,0,1.5333,7,0.0392,0,0,0.3333,0.0,VGM NES — Victory Fanfare675 bytesJohn EngelmannComments — 675 bytesJohn EngelmannComments_801c128a.mid,150.0,4.4,20
1.7896,8.0,12,0.1313,2.0556,107.3769,4,4,1.859,1.859,14,14,1.0204,0.1194,4.529,2.6968,17,11,3.2258,0.0,6.3005,108,1.0,0.0,1.0,0.0,0.0034,0.6449,0,1.9876,0,0.1555,0,0,0.3871,0.0,VGM PC — ASGORE62331 bytesDracula9AntiChapelComments — 62331 bytesDracula9AntiChapelComments_47dc8bc7.mid,114.26,174.34,312
3.5784,8.0,14,0.0988,1.0276,214.7031,6,6,1.8104,2.32,20,9,1.6194,0.2178,3.6286,2.8586,13,11,0.4762,0.0,9.3111,98,1.0,0.0,0.6496,0.0047,0.0007,0.6092,2,1.4986,0,0.575,0,0,0.5566,0.0,VGM PC — Beloved Tomboyish Girl27681 bytesGyana RenComments — 27681 bytesGyana RenComments_47b51d26.mid,151.88,86.91,311
4.037,6.0,8,0.1376,0.6842,242.2222,1,2,1.0,2.0,0,12,0.0,0.0,1.9231,1.8098,7,8,0.0,0.0,6.0114,7,1.0,0.0,0.0734,0.0,0.0,0.4966,0,1.972,0,0.0048,0,0,0.3899,0.0,VGM PC — CD Version - _Muckamok_ (v2)24922 bytesKDSComments — 24922 bytesKDSComments_599573c5.mid,218.0,79.27,320
2.8,4.5,6,0.1172,1.6122,168.0,0,1,0,1.0,0,0,0,0,0,2.6829,0,8,0,0.0,4.9333,0,1.0,0.0,0.0,0.0,0.0,0.5952,0,1.875,0,0.0,0,0,0.4146,0.0,VGM PC — Caveman Rock_ Puzzle 22765 bytesSpongeBobLuvrComments — 765 bytesSpongeBobLuvrComments_0dab8cc5.mid,128.0,15.0,42
2.8732,5.0,5,0.2308,0.1544,172.3913,0,6,0,2.6311,0,24,76.7677,0.1206,0,3.7248,0,27,0,0.2053,6.6845,0,1.0213,0.0,0.0,0.0,0.0062,0.7008,0,2.0648,0,0.2671,0,0,0.1622,0.0,VGM PC — ETF (2)85495 bytesCody MaidenComments — 85495 bytesCody MaidenComments_aa74f7ca.mid,65.0,169.85,488
4.5621,8.0,9,0.075,0.4677,273.7288,2,2,1.9816,2.0,8,8,0.0,0.0,0.0617,0.3648,5,3,0.0,0.0,0.8676,160,1.0122,0.0,0.9897,0.0031,0.0012,0.0,0,1.1652,0,0.0,0,0,0.9969,0.0,VGM PC — Hangar Bay15003 bytesXComments — 15003 bytesXComments_fad3549e.mid,200.0,70.8,323
2.7852,8.0,16,0.0798,0.8824,167.1111,1,1,1.0,1.0,0,0,0,0,1.8748,1.8748,17,17,1.5645,1.5645,5.5342,0,1.0,0.0,1.0,0.0,0.0,0.3061,0,1.5346,0,0.1885,0,0,0.3833,0.0,VGM PC — Holiday Hare '94 - _Level One_ (GM)69953 bytesMaliceXComments — 69953 bytesMaliceXComments_91b4f796.mid,188.0,551.49,1536
0.8703,5.0,5,0.2222,3.4857,52.217,1,1,1.0,1.0,0,0,0,0,3.4689,0.0,13,0,0.4149,0.0,10.6842,0,1.0,0.0,-0.0056,0.0,0.0023,0.4537,0,1.172,0,0.1243,0,0,0.0123,0.0,VGM PC — In-Game - 15 to 18 Min15779 bytesIan BennettComments — 15779 bytesIan BennettComments_9553c636.mid,135.0,282.67,246
5.8681,16.0,18,0.1154,0.2336,352.0833,2,2,1.25,1.25,12,12,0.0,0.0,2.626,2.8661,7,12,0.0,0.0,7.35,52,1.0,0.0,0.5044,0.0,0.0,0.7222,0,2.2235,0,0.0,0,0,0.0775,0.0,VGM PC — Intro11387 bytesSpinalBlood_DavideComments — 11387 bytesSpinalBlood_DavideComments_6bd3ca43.mid,130.0,44.31,260
0,0,0,0,0.0667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0,0.0,0.0,0.0,0.6996,0,1.32,0,0.0132,0,0,0.0,0.0,VGM PC — L24-D Guardian36497 bytesJay ReichardComments — 36497 bytesJay ReichardComments_4488a8dc.mid,140.0,137.14,0
4.6471,8.0,11,0.1154,0.2606,278.8276,2,5,1.001,1.7662,4,20,13.8686,0.073,5.7125,4.9478,21,23,6.7194,10.4348,15.0028,21,1.0857,0.0,0.3794,0.0759,0.0077,0.5585,0,1.4666,0,0.0054,2,0,0.0322,0.0,VGM PC — Lith Harbor59186 bytesPaul Soh AKA UDeepEXComments — 59186 bytesPaul Soh AKA UDeepEXComments_527fde32.mid,130.0,267.69,1244
3.2111,4.0,5,0.1172,0.7615,192.6667,2,2,2.0,2.0,4,4,0.0,0.0,2.4706,7.0823,4,16,0.0,1.7889,11.2514,0,1.0,0.0,0.1652,0.0,0.0,0.6134,0,1.5596,0,0.4969,0,0,0.2986,0.0,VGM PC — Menu (v1.1)48191 bytesMark7Comments — 48191 bytesMark7Comments_2cc8da4d.mid,128.0,180.0,578
11.0417,16.0,16,0.125,0.2843,662.5,2,2,1.0151,1.0151,0,0,0.0,1.0,2.0568,2.0568,9,9,0.0,0.0,5.9583,265,1.0,0.0,1.0,0.0,0.0,0.7775,0,1.6552,0,0.2762,0,0,0.3712,0.0,VGM PC — Menu17435 bytesBeissmannComments — 17435 bytesBeissmannComments_85bafce3.mid,120.0,48.0,530
7.2219,12.0,13,0.125,0.1201,433.3131,3,2,1.0917,1.1567,43,19,17.8571,0.0,11.5556,4.9153,43,36,19.4444,5.5785,16.4141,20,1.8,7.14,0.1885,0.7823,0.0021,0.609,0,1.9573,0,0.7016,0,0,0.0101,0.005,VGM PC — Rapids9444 bytesJohn MossComments — 9444 bytesJohn MossComments_eec49bbb.mid,120.0,82.25,594
